phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/009MA,william mcmahon,LP,male,Syd,economics_law,employed_professional,Military,1949-12-10,1982-01-04,1973
phid/009MM,bert kelly,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1958-11-22,1977-11-10,1973
phid/0I4,michael mackellar,LP,male,Syd,agronomy,employed_professional,NA,1969-10-25,1994-02-18,1973
phid/0K4,ian wilson,LP,male,Adl,law,employed_professional,NA,1972-12-02,1993-02-08,1973
phid/3V4,don chipp,LP,male,Mel,humanities,employed_professional,Military,1969-10-25,1977-11-10,1973
phid/4H4,david hamer,LP,male,Mon,economics,employed_top_management,Military,1969-10-25,1974-05-18,1973
phid/4U4,jim killen,LP,male,Qld,law,employed_professional,Military,1955-12-10,1983-08-15,1973
phid/9F4,donald cameron,LP,male,Qld,humanities,peak_body_industrial_association,NA,1966-11-26,1977-12-10,1973
phid/9G4,harry edwards,LP,male,Syd,economics,university_professor,NA,1972-12-02,1993-02-08,1973
phid/DB6,bill wentworth,LP,male,Oxf,economics,self-employed_professional,Military,1949-12-10,1977-11-10,1973
phid/DQF,billy snedden,LP,male,UWA,law,employed_professional,Military,1955-12-10,1983-04-21,1973
phid/EE6,ian viner,LP,male,UWA,law,employed_professional,NA,1972-12-02,1983-03-05,1973
phid/GY5,tony staley,LP,male,Mel,law,employed_top_management,NA,1970-09-19,1980-09-19,1973
phid/JQB,robert bonnett,LP,male,NA,NA,full-time_politician,Military,1966-11-26,1977-11-10,1973
phid/JRD,john bourchier,LP,male,NA,NA,employed_top_management,NA,1972-12-02,1983-03-05,1973
phid/JRN,nigel bowen,LP,male,Syd,humanities_law,employed_professional,Military,1964-06-20,1973-07-11,1973
phid/JTP,les bury,LP,male,Cam,humanities,employed_top_management,Military,1956-12-08,1974-04-11,1973
phid/JWI,max fox,LP,male,NA,NA,employed_other_white-collar_worker,Military,1955-12-10,1974-05-18,1973
phid/K4O,marshall cooke,LP,male,Qld,humanities_law,employed_professional,NA,1972-12-02,1974-04-11,1973
phid/K7J,john cramer,LP,male,NA,NA,employed_other_white-collar_worker,Military,1949-12-10,1974-04-11,1973
phid/K9L,victor garland,LP,male,UWA,humanities,employed_top_management,NA,1969-04-19,1981-01-22,1973
phid/KB8,geoffrey giles,LP,male,Adl,humanities,self-employed_farmer_fisherman,Military,1964-06-20,1977-12-10,1973
phid/KCQ,bill graham,LP,male,NA,NA,employed_top_management,Military,1966-11-26,1980-09-19,1973
phid/KCT,peter drummond,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1972-12-02,1987-06-05,1973
phid/KCU,nigel drury,LP,male,NA,NA,employed_professional,Military,1949-12-10,1975-11-11,1973
phid/KDO,dudley erwin,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1955-12-10,1975-11-11,1973
phid/KDT,david fairbairn,LP,male,Cam,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1975-11-11,1973
phid/KFH,jim forbes,LP,male,Adl,humanities,university_professor,Military,1956-10-13,1975-11-11,1973
phid/KH5,john gorton,LP,male,Oxf,humanities,self-employed_farmer_fisherman,Military,1968-02-24,1975-11-11,1973
phid/KIM,phillip lynch,LP,male,Mel,humanities,school_teacher,NA,1966-11-26,1982-10-22,1973
phid/KJU,alan jarman,LP,male,Mel,other,employed_professional,NA,1966-11-26,1983-03-05,1973
phid/KSB,john mcleay jr.,LP,male,NA,NA,employed_top_management,Military,1966-11-26,1981-01-22,1973
phid/KVM,tony street,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1966-11-26,1984-01-18,1973
phid/KWR,harry turner,LP,male,Syd,humanities,employed_professional,NA,1952-12-20,1974-04-11,1973
phid/KZL,eric robinson,LP,male,NA,NA,employed_top_management,NA,1972-12-02,1981-01-07,1973
phid/L0N,ray whittorn,LP,male,NA,NA,employed_middle_management,NA,1960-07-16,1974-04-11,1973
phid/MI4,andrew peacock,LP,male,Mel,law,employed_professional,NA,1966-04-02,1994-09-17,1973
phid/QS4,malcolm fraser,LP,male,Oxf,humanities,self-employed_farmer_fisherman,NA,1955-12-10,1983-03-31,1973
